unique_id,ds,y,holiday,shops_closed,winter_school_holidays,school_holidays,year,month,day,day_of_week,week_of_year,shops_closed_lag,Shop_opened_after_close
Brno_1,3/2/2021,6575,0,0,0,0,2021,3,2,1,9,0,0
Brno_1,3/3/2021,7264,0,0,0,0,2021,3,3,2,9,0,0
Brno_1,3/4/2021,7441,0,0,0,0,2021,3,4,3,9,0,0
Brno_1,3/5/2021,7631,0,0,0,0,2021,3,5,4,9,0,0
Brno_1,3/6/2021,7454,0,0,0,0,2021,3,6,5,9,0,0
Brno_1,3/7/2021,6903,0,0,0,0,2021,3,7,6,9,0,0
Brno_1,3/8/2021,7419,0,0,0,0,2021,3,8,0,10,0,0
Brno_1,3/9/2021,7023,0,0,0,0,2021,3,9,1,10,0,0
Brno_1,3/10/2021,7126,0,0,0,0,2021,3,10,2,10,0,0
Brno_1,3/11/2021,7221,0,0,0,0,2021,3,11,3,10,0,0
Brno_1,3/12/2021,7083,0,0,0,0,2021,3,12,4,10,0,0
Brno_1,3/13/2021,7277,0,0,0,0,2021,3,13,5,10,0,0
Brno_1,3/14/2021,7300,0,0,0,0,2021,3,14,6,10,0,0
Brno_1,3/15/2021,7059,0,0,0,0,2021,3,15,0,11,0,0
Brno_1,3/16/2021,7120,0,0,0,0,2021,3,16,1,11,0,0
Brno_1,3/17/2021,7021,0,0,0,0,2021,3,17,2,11,0,0
Brno_1,3/18/2021,7286,0,0,0,0,2021,3,18,3,11,0,0
Brno_1,3/19/2021,7216,0,0,0,0,2021,3,19,4,11,0,0
Brno_1,3/20/2021,7514,0,0,0,0,2021,3,20,5,11,0,0
Brno_1,3/21/2021,6965,0,0,0,0,2021,3,21,6,11,0,0
Brno_1,3/22/2021,7041,0,0,0,0,2021,3,22,0,12,0,0
Brno_1,3/23/2021,6868,0,0,0,0,2021,3,23,1,12,0,0
Brno_1,3/24/2021,6737,0,0,0,0,2021,3,24,2,12,0,0
Brno_1,3/25/2021,6958,0,0,0,0,2021,3,25,3,12,0,0
Brno_1,3/26/2021,7319,0,0,0,0,2021,3,26,4,12,0,0
Brno_1,3/27/2021,7288,0,0,0,0,2021,3,27,5,12,0,0
Brno_1,3/28/2021,6021,0,0,0,0,2021,3,28,6,12,0,0
Brno_1,3/29/2021,6694,0,0,0,0,2021,3,29,0,13,0,0
Brno_1,3/30/2021,6927,0,0,0,0,2021,3,30,1,13,0,0
Brno_1,3/31/2021,7317,0,0,0,0,2021,3,31,2,13,0,0
Brno_1,4/1/2021,7384,0,0,0,0,2021,4,1,3,13,0,0
Brno_1,4/2/2021,8132,1,0,0,0,2021,4,2,4,13,0,0
Brno_1,4/3/2021,7075,1,0,0,0,2021,4,3,5,13,0,0
Brno_1,4/4/2021,6975,1,0,0,0,2021,4,4,6,13,0,0
Brno_1,4/5/2021,5552,1,1,0,0,2021,4,5,0,14,0,0
Brno_1,4/6/2021,6811,0,0,0,0,2021,4,6,1,14,1,1
Brno_1,4/7/2021,6715,0,0,0,0,2021,4,7,2,14,0,0
Brno_1,4/8/2021,7036,0,0,0,0,2021,4,8,3,14,0,0
Brno_1,4/9/2021,7544,0,0,0,0,2021,4,9,4,14,0,0
Brno_1,4/10/2021,6897,0,0,0,0,2021,4,10,5,14,0,0
Brno_1,4/11/2021,6032,0,0,0,0,2021,4,11,6,14,0,0
Brno_1,4/12/2021,6502,0,0,0,0,2021,4,12,0,15,0,0
Brno_1,4/13/2021,6484,0,0,0,0,2021,4,13,1,15,0,0
Brno_1,4/14/2021,7039,0,0,0,0,2021,4,14,2,15,0,0
Brno_1,4/15/2021,6709,0,0,0,0,2021,4,15,3,15,0,0
Brno_1,4/16/2021,7355,0,0,0,0,2021,4,16,4,15,0,0
Brno_1,4/17/2021,6965,0,0,0,0,2021,4,17,5,15,0,0
Brno_1,4/18/2021,5932,0,0,0,0,2021,4,18,6,15,0,0
Brno_1,4/19/2021,6691,0,0,0,0,2021,4,19,0,16,0,0
Brno_1,4/20/2021,6518,0,0,0,0,2021,4,20,1,16,0,0
Brno_1,4/21/2021,6531,0,0,0,0,2021,4,21,2,16,0,0
Brno_1,4/22/2021,6664,0,0,0,0,2021,4,22,3,16,0,0
Brno_1,4/23/2021,7310,0,0,0,0,2021,4,23,4,16,0,0
Brno_1,4/24/2021,6794,0,0,0,0,2021,4,24,5,16,0,0
Brno_1,4/25/2021,5981,0,0,0,0,2021,4,25,6,16,0,0
Brno_1,4/26/2021,6539,0,0,0,0,2021,4,26,0,17,0,0
Brno_1,4/27/2021,6361,0,0,0,0,2021,4,27,1,17,0,0
Brno_1,4/28/2021,6518,0,0,0,0,2021,4,28,2,17,0,0
Brno_1,4/29/2021,6805,0,0,0,0,2021,4,29,3,17,0,0
Brno_1,4/30/2021,7637,0,0,0,0,2021,4,30,4,17,0,0
Brno_1,5/1/2021,6375,1,0,0,0,2021,5,1,5,17,0,0
Brno_1,5/2/2021,6057,0,0,0,0,2021,5,2,6,17,0,0
Brno_1,5/3/2021,6536,0,0,0,0,2021,5,3,0,18,0,0
Brno_1,5/4/2021,6259,0,0,0,0,2021,5,4,1,18,0,0
Brno_1,5/5/2021,6577,0,0,0,0,2021,5,5,2,18,0,0
Brno_1,5/6/2021,6667,0,0,0,0,2021,5,6,3,18,0,0
Brno_1,5/7/2021,7695,0,0,0,0,2021,5,7,4,18,0,0
Brno_1,5/8/2021,7732,1,1,0,0,2021,5,8,5,18,0,0
Brno_1,5/9/2021,6170,0,0,0,0,2021,5,9,6,18,1,1
Brno_1,5/10/2021,6243,0,0,0,0,2021,5,10,0,19,0,0
Brno_1,5/11/2021,6619,0,0,0,0,2021,5,11,1,19,0,0
Brno_1,5/12/2021,6453,0,0,0,0,2021,5,12,2,19,0,0
Brno_1,5/13/2021,6841,0,0,0,0,2021,5,13,3,19,0,0
Brno_1,5/14/2021,7245,0,0,0,0,2021,5,14,4,19,0,0
Brno_1,5/15/2021,6657,0,0,0,0,2021,5,15,5,19,0,0
Brno_1,5/16/2021,5921,0,0,0,0,2021,5,16,6,19,0,0
Brno_1,5/17/2021,6463,0,0,0,0,2021,5,17,0,20,0,0
Brno_1,5/18/2021,5169,0,0,0,0,2021,5,18,1,20,0,0
Brno_1,5/19/2021,6094,0,0,0,0,2021,5,19,2,20,0,0
Brno_1,5/20/2021,7006,0,0,0,0,2021,5,20,3,20,0,0
Brno_1,5/21/2021,7245,0,0,0,0,2021,5,21,4,20,0,0
Brno_1,5/22/2021,6525,0,0,0,0,2021,5,22,5,20,0,0
Brno_1,5/23/2021,6079,0,0,0,0,2021,5,23,6,20,0,0
Brno_1,5/24/2021,6363,0,0,0,0,2021,5,24,0,21,0,0
Brno_1,5/25/2021,6502,0,0,0,0,2021,5,25,1,21,0,0
Brno_1,5/26/2021,6037,0,0,0,0,2021,5,26,2,21,0,0
Brno_1,5/27/2021,6319,0,0,0,0,2021,5,27,3,21,0,0
Brno_1,5/28/2021,7191,0,0,0,0,2021,5,28,4,21,0,0
Brno_1,5/29/2021,6225,0,0,0,0,2021,5,29,5,21,0,0
Brno_1,5/30/2021,6145,0,0,0,0,2021,5,30,6,21,0,0
Brno_1,5/31/2021,6343,0,0,0,0,2021,5,31,0,22,0,0
Brno_1,6/1/2021,6395,0,0,0,0,2021,6,1,1,22,0,0
Brno_1,6/2/2021,6110,0,0,0,0,2021,6,2,2,22,0,0
Brno_1,6/3/2021,6478,0,0,0,0,2021,6,3,3,22,0,0
Brno_1,6/4/2021,7138,0,0,0,0,2021,6,4,4,22,0,0
Brno_1,6/5/2021,6295,0,0,0,0,2021,6,5,5,22,0,0
Brno_1,6/6/2021,5901,0,0,0,0,2021,6,6,6,22,0,0
Brno_1,6/7/2021,6289,0,0,0,0,2021,6,7,0,23,0,0
Brno_1,6/8/2021,6266,0,0,0,0,2021,6,8,1,23,0,0
Brno_1,6/9/2021,5999,0,0,0,0,2021,6,9,2,23,0,0
Brno_1,6/10/2021,6385,0,0,0,0,2021,6,10,3,23,0,0
Brno_1,6/11/2021,7153,0,0,0,0,2021,6,11,4,23,0,0
Brno_1,6/12/2021,6176,0,0,0,0,2021,6,12,5,23,0,0
Brno_1,6/13/2021,5793,0,0,0,0,2021,6,13,6,23,0,0
Brno_1,6/14/2021,5956,0,0,0,0,2021,6,14,0,24,0,0
Brno_1,6/15/2021,6323,0,0,0,0,2021,6,15,1,24,0,0
Brno_1,6/16/2021,6239,0,0,0,0,2021,6,16,2,24,0,0
Brno_1,6/17/2021,6233,0,0,0,0,2021,6,17,3,24,0,0
Brno_1,6/18/2021,7103,0,0,0,0,2021,6,18,4,24,0,0
Brno_1,6/19/2021,6411,0,0,0,0,2021,6,19,5,24,0,0
Brno_1,6/20/2021,5828,0,0,0,0,2021,6,20,6,24,0,0
Brno_1,6/21/2021,6107,0,0,0,0,2021,6,21,0,25,0,0
Brno_1,6/22/2021,6659,0,0,0,0,2021,6,22,1,25,0,0
Brno_1,6/23/2021,6074,0,0,0,0,2021,6,23,2,25,0,0
Brno_1,6/24/2021,5993,0,0,0,0,2021,6,24,3,25,0,0
Brno_1,6/25/2021,6401,0,0,0,0,2021,6,25,4,25,0,0
Brno_1,6/26/2021,6143,0,0,0,0,2021,6,26,5,25,0,0
Brno_1,6/27/2021,5596,0,0,0,0,2021,6,27,6,25,0,0
Brno_1,6/28/2021,5986,0,0,0,0,2021,6,28,0,26,0,0
Brno_1,6/29/2021,6508,0,0,0,0,2021,6,29,1,26,0,0
Brno_1,6/30/2021,6025,0,0,0,0,2021,6,30,2,26,0,0
Brno_1,7/1/2021,5815,0,0,0,0,2021,7,1,3,26,0,0
Brno_1,7/2/2021,6717,0,0,0,0,2021,7,2,4,26,0,0
Brno_1,7/3/2021,6019,0,0,0,0,2021,7,3,5,26,0,0
Brno_1,7/4/2021,5188,0,0,0,0,2021,7,4,6,26,0,0
Brno_1,7/5/2021,5281,1,0,0,0,2021,7,5,0,27,0,0
Brno_1,7/6/2021,5684,1,0,0,0,2021,7,6,1,27,0,0
Brno_1,7/7/2021,5919,0,0,0,0,2021,7,7,2,27,0,0
Brno_1,7/8/2021,6199,0,0,0,0,2021,7,8,3,27,0,0
Brno_1,7/9/2021,6035,0,0,0,0,2021,7,9,4,27,0,0
Brno_1,7/10/2021,6101,0,0,0,0,2021,7,10,5,27,0,0
Brno_1,7/11/2021,5656,0,0,0,0,2021,7,11,6,27,0,0
Brno_1,7/12/2021,5851,0,0,0,0,2021,7,12,0,28,0,0
Brno_1,7/13/2021,6123,0,0,0,0,2021,7,13,1,28,0,0
Brno_1,7/14/2021,6173,0,0,0,0,2021,7,14,2,28,0,0
Brno_1,7/15/2021,6033,0,0,0,0,2021,7,15,3,28,0,0
Brno_1,7/16/2021,6371,0,0,0,0,2021,7,16,4,28,0,0
Brno_1,7/17/2021,6170,0,0,0,0,2021,7,17,5,28,0,0
Brno_1,7/18/2021,5822,0,0,0,0,2021,7,18,6,28,0,0
Brno_1,7/19/2021,5733,0,0,0,0,2021,7,19,0,29,0,0
Brno_1,7/20/2021,5779,0,0,0,0,2021,7,20,1,29,0,0
Brno_1,7/21/2021,5788,0,0,0,0,2021,7,21,2,29,0,0
Brno_1,7/22/2021,5807,0,0,0,0,2021,7,22,3,29,0,0
Brno_1,7/23/2021,6212,0,0,0,0,2021,7,23,4,29,0,0
Brno_1,7/24/2021,6044,0,0,0,0,2021,7,24,5,29,0,0
Brno_1,7/25/2021,5648,0,0,0,0,2021,7,25,6,29,0,0
Brno_1,7/26/2021,5563,0,0,0,0,2021,7,26,0,30,0,0
Brno_1,7/27/2021,6005,0,0,0,0,2021,7,27,1,30,0,0
Brno_1,7/28/2021,5687,0,0,0,0,2021,7,28,2,30,0,0
Brno_1,7/29/2021,6003,0,0,0,0,2021,7,29,3,30,0,0
Brno_1,7/30/2021,6328,0,0,0,0,2021,7,30,4,30,0,0
Brno_1,7/31/2021,5617,0,0,0,0,2021,7,31,5,30,0,0
Brno_1,8/1/2021,5457,0,0,0,0,2021,8,1,6,30,0,0
Brno_1,8/2/2021,5962,0,0,0,0,2021,8,2,0,31,0,0
Brno_1,8/3/2021,5919,0,0,0,0,2021,8,3,1,31,0,0
Brno_1,8/4/2021,6076,0,0,0,0,2021,8,4,2,31,0,0
Brno_1,8/5/2021,5986,0,0,0,0,2021,8,5,3,31,0,0
Brno_1,8/6/2021,6335,0,0,0,0,2021,8,6,4,31,0,0
Brno_1,8/7/2021,5633,0,0,0,0,2021,8,7,5,31,0,0
Brno_1,8/8/2021,5402,0,0,0,0,2021,8,8,6,31,0,0
Brno_1,8/9/2021,5570,0,0,0,0,2021,8,9,0,32,0,0
Brno_1,8/10/2021,6038,0,0,0,0,2021,8,10,1,32,0,0
Brno_1,8/11/2021,5847,0,0,0,0,2021,8,11,2,32,0,0
Brno_1,8/12/2021,5971,0,0,0,0,2021,8,12,3,32,0,0
Brno_1,8/13/2021,6321,0,0,0,0,2021,8,13,4,32,0,0
Brno_1,8/14/2021,5239,0,0,0,0,2021,8,14,5,32,0,0
Brno_1,8/15/2021,5375,0,0,0,0,2021,8,15,6,32,0,0
Brno_1,8/16/2021,6008,0,0,0,0,2021,8,16,0,33,0,0
Brno_1,8/17/2021,6416,0,0,0,0,2021,8,17,1,33,0,0
Brno_1,8/18/2021,6080,0,0,0,0,2021,8,18,2,33,0,0
Brno_1,8/19/2021,6293,0,0,0,0,2021,8,19,3,33,0,0
Brno_1,8/20/2021,6566,0,0,0,0,2021,8,20,4,33,0,0
Brno_1,8/21/2021,5794,0,0,0,0,2021,8,21,5,33,0,0
Brno_1,8/22/2021,5889,0,0,0,0,2021,8,22,6,33,0,0
Brno_1,8/23/2021,5889,0,0,0,0,2021,8,23,0,34,0,0
Brno_1,8/24/2021,6331,0,0,0,0,2021,8,24,1,34,0,0
Brno_1,8/25/2021,5686,0,0,0,0,2021,8,25,2,34,0,0
Brno_1,8/26/2021,6079,0,0,0,0,2021,8,26,3,34,0,0
Brno_1,8/27/2021,6553,0,0,0,0,2021,8,27,4,34,0,0
Brno_1,8/28/2021,6117,0,0,0,0,2021,8,28,5,34,0,0
Brno_1,8/29/2021,5942,0,0,0,0,2021,8,29,6,34,0,0
Brno_1,8/30/2021,6008,0,0,0,0,2021,8,30,0,35,0,0
Brno_1,8/31/2021,6693,0,0,0,0,2021,8,31,1,35,0,0
Brno_1,9/1/2021,6566,0,0,0,0,2021,9,1,2,35,0,0
Brno_1,9/2/2021,6569,0,0,0,0,2021,9,2,3,35,0,0
Brno_1,9/3/2021,6926,0,0,0,0,2021,9,3,4,35,0,0
Brno_1,9/4/2021,5981,0,0,0,0,2021,9,4,5,35,0,0
Brno_1,9/5/2021,6127,0,0,0,0,2021,9,5,6,35,0,0
Brno_1,9/6/2021,6176,0,0,0,0,2021,9,6,0,36,0,0
Brno_1,9/7/2021,6283,0,0,0,0,2021,9,7,1,36,0,0
Brno_1,9/8/2021,6013,0,0,0,0,2021,9,8,2,36,0,0
Brno_1,9/9/2021,6265,0,0,0,0,2021,9,9,3,36,0,0
Brno_1,9/10/2021,7100,0,0,0,0,2021,9,10,4,36,0,0
Brno_1,9/11/2021,6347,0,0,0,0,2021,9,11,5,36,0,0
Brno_1,9/12/2021,5905,0,0,0,0,2021,9,12,6,36,0,0
Brno_1,9/13/2021,6697,0,0,0,0,2021,9,13,0,37,0,0
Brno_1,9/14/2021,6625,0,0,0,0,2021,9,14,1,37,0,0
Brno_1,9/15/2021,6451,0,0,0,0,2021,9,15,2,37,0,0
Brno_1,9/16/2021,6835,0,0,0,0,2021,9,16,3,37,0,0
Brno_1,9/17/2021,7353,0,0,0,0,2021,9,17,4,37,0,0
Brno_1,9/18/2021,6711,0,0,0,0,2021,9,18,5,37,0,0
Brno_1,9/19/2021,6682,0,0,0,0,2021,9,19,6,37,0,0
Brno_1,9/20/2021,6604,0,0,0,0,2021,9,20,0,38,0,0
Brno_1,9/21/2021,6680,0,0,0,0,2021,9,21,1,38,0,0
Brno_1,9/22/2021,6784,0,0,0,0,2021,9,22,2,38,0,0
Brno_1,9/23/2021,6764,0,0,0,0,2021,9,23,3,38,0,0
Brno_1,9/24/2021,7623,0,0,0,0,2021,9,24,4,38,0,0
Brno_1,9/25/2021,6607,0,0,0,0,2021,9,25,5,38,0,0
Brno_1,9/26/2021,6201,0,0,0,0,2021,9,26,6,38,0,0
Brno_1,9/27/2021,7039,0,0,0,0,2021,9,27,0,39,0,0
Brno_1,9/28/2021,8151,1,1,0,0,2021,9,28,1,39,0,0
Brno_1,9/29/2021,6691,0,0,0,0,2021,9,29,2,39,1,1
Brno_1,9/30/2021,6532,0,0,0,0,2021,9,30,3,39,0,0
Brno_1,10/1/2021,7467,0,0,0,0,2021,10,1,4,39,0,0
Brno_1,10/2/2021,6740,0,0,0,0,2021,10,2,5,39,0,0
Brno_1,10/3/2021,6676,0,0,0,0,2021,10,3,6,39,0,0
Brno_1,10/4/2021,6735,0,0,0,0,2021,10,4,0,40,0,0
Brno_1,10/5/2021,6633,0,0,0,0,2021,10,5,1,40,0,0
Brno_1,10/6/2021,7073,0,0,0,0,2021,10,6,2,40,0,0
Brno_1,10/7/2021,7033,0,0,0,0,2021,10,7,3,40,0,0
Brno_1,10/8/2021,7593,0,0,0,0,2021,10,8,4,40,0,0
Brno_1,10/9/2021,6625,0,0,0,0,2021,10,9,5,40,0,0
Brno_1,10/10/2021,6615,0,0,0,0,2021,10,10,6,40,0,0
Brno_1,10/11/2021,7088,0,0,0,0,2021,10,11,0,41,0,0
Brno_1,10/12/2021,7060,0,0,0,0,2021,10,12,1,41,0,0
Brno_1,10/13/2021,7077,0,0,0,0,2021,10,13,2,41,0,0
Brno_1,10/14/2021,6659,0,0,0,0,2021,10,14,3,41,0,0
Brno_1,10/15/2021,7895,0,0,0,0,2021,10,15,4,41,0,0
Brno_1,10/16/2021,7298,0,0,0,0,2021,10,16,5,41,0,0
Brno_1,10/17/2021,6723,0,0,0,0,2021,10,17,6,41,0,0
Brno_1,10/18/2021,6818,0,0,0,0,2021,10,18,0,42,0,0
Brno_1,10/19/2021,6897,0,0,0,0,2021,10,19,1,42,0,0
Brno_1,10/20/2021,6802,0,0,0,0,2021,10,20,2,42,0,0
Brno_1,10/21/2021,7174,0,0,0,0,2021,10,21,3,42,0,0
Brno_1,10/22/2021,8003,0,0,0,0,2021,10,22,4,42,0,0
Brno_1,10/23/2021,7045,0,0,0,0,2021,10,23,5,42,0,0
Brno_1,10/24/2021,6656,0,0,0,0,2021,10,24,6,42,0,0
Brno_1,10/25/2021,6867,0,0,0,0,2021,10,25,0,43,0,0
Brno_1,10/26/2021,7084,0,0,0,0,2021,10,26,1,43,0,0
Brno_1,10/27/2021,7951,0,0,0,0,2021,10,27,2,43,0,0
Brno_1,10/28/2021,8366,1,1,0,0,2021,10,28,3,43,0,0
Brno_1,10/29/2021,7431,0,0,0,0,2021,10,29,4,43,1,1
Brno_1,10/30/2021,6599,0,0,0,0,2021,10,30,5,43,0,0
Brno_1,10/31/2021,7247,0,0,0,0,2021,10,31,6,43,0,0
Brno_1,11/1/2021,6820,0,0,0,0,2021,11,1,0,44,0,0
Brno_1,11/2/2021,7540,0,0,0,0,2021,11,2,1,44,0,0
Brno_1,11/3/2021,7282,0,0,0,0,2021,11,3,2,44,0,0
Brno_1,11/4/2021,7527,0,0,0,0,2021,11,4,3,44,0,0
Brno_1,11/5/2021,7885,0,0,0,0,2021,11,5,4,44,0,0
Brno_1,11/6/2021,7683,0,0,0,0,2021,11,6,5,44,0,0
Brno_1,11/7/2021,7228,0,0,0,0,2021,11,7,6,44,0,0
Brno_1,11/8/2021,7137,0,0,0,0,2021,11,8,0,45,0,0
Brno_1,11/9/2021,7223,0,0,0,0,2021,11,9,1,45,0,0
Brno_1,11/10/2021,7552,0,0,0,0,2021,11,10,2,45,0,0
Brno_1,11/11/2021,7695,0,0,0,0,2021,11,11,3,45,0,0
Brno_1,11/12/2021,8600,0,0,0,0,2021,11,12,4,45,0,0
Brno_1,11/13/2021,7954,0,0,0,0,2021,11,13,5,45,0,0
Brno_1,11/14/2021,7358,0,0,0,0,2021,11,14,6,45,0,0
Brno_1,11/15/2021,7393,0,0,0,0,2021,11,15,0,46,0,0
Brno_1,11/16/2021,7945,0,0,0,0,2021,11,16,1,46,0,0
Brno_1,11/17/2021,8223,1,0,0,0,2021,11,17,2,46,0,0
Brno_1,11/18/2021,7545,0,0,0,0,2021,11,18,3,46,0,0
Brno_1,11/19/2021,8542,0,0,0,0,2021,11,19,4,46,0,0
Brno_1,11/20/2021,7900,0,0,0,0,2021,11,20,5,46,0,0
Brno_1,11/21/2021,7654,0,0,0,0,2021,11,21,6,46,0,0
Brno_1,11/22/2021,7607,0,0,0,0,2021,11,22,0,47,0,0
Brno_1,11/23/2021,7811,0,0,0,0,2021,11,23,1,47,0,0
Brno_1,11/24/2021,7720,0,0,0,0,2021,11,24,2,47,0,0
Brno_1,11/25/2021,7921,0,0,0,0,2021,11,25,3,47,0,0
